PEKERJAAN,STATUS_PERNIKAHAN,PRODUK,SUB_PRODUK,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS
13,2,0,1,160340000.0,180,0,0,0,0,0,3,4
4,2,0,0,280000000.0,180,1,0,0,0,0,0,1
5,2,0,0,13500000.0,36,1,0,0,0,0,0,1
34,2,1,2,250000000.0,24,0,2,0,0,2,2,5
11,2,0,0,140000000.0,60,1,0,0,0,0,0,1
13,2,1,2,250000000.0,60,1,3,0,0,0,0,1
7,2,0,0,215326700.0,141,0,0,0,0,0,3,5
99,2,0,0,435000000.0,168,1,0,0,0,0,0,1
9,2,0,0,309000000.0,60,1,0,0,0,0,0,1
26,2,0,0,15000000.0,10,0,0,0,0,0,3,5
99,2,0,0,50000000.0,168,2,0,0,1,1,2,2
37,2,0,0,100000000.0,180,2,0,0,1,1,2,2
9,2,0,0,431000000.0,156,1,0,0,0,0,0,1
7,0,0,1,179150000.0,180,2,0,0,1,1,2,2
37,2,0,0,252000000.0,67,2,0,0,1,1,2,2
37,2,0,1,300000000.0,180,0,0,0,0,0,3,5
99,0,0,1,288000000.0,168,1,0,0,0,0,0,1
37,2,0,0,430000000.0,96,1,0,0,0,0,0,1
26,2,0,0,270000000.0,96,0,0,0,0,0,3,5
9,2,0,0,65000000.0,60,1,0,0,0,0,0,1
37,2,0,0,97000000.0,60,1,0,0,0,0,0,1
13,2,1,2,100000000.0,48,0,2,0,0,2,2,5
5,2,0,0,10000000.0,10,1,0,0,0,0,0,1
1,2,0,0,682000000.0,180,1,0,0,0,0,0,1
9,0,0,0,156700000.0,60,0,0,0,0,0,3,5
4,2,0,0,150000000.0,115,2,0,0,1,1,2,2
9,2,0,0,55000000.0,30,2,0,0,1,1,2,2
19,0,0,0,133500000.0,60,1,0,0,0,0,0,1
37,1,0,0,287700000.0,119,2,0,0,0,1,3,2
11,2,0,0,260000000.0,120,2,0,0,0,1,3,2
9,2,0,0,250000000.0,60,0,0,0,0,0,3,5
37,2,0,0,160000000.0,121,1,0,0,0,0,0,1
37,2,0,0,20000000.0,24,1,0,0,0,0,0,1
12,0,0,0,20000000.0,11,0,0,0,0,0,3,5
34,1,0,0,33000000.0,24,1,0,0,0,0,0,1
37,2,0,0,300000000.0,132,1,0,0,0,0,0,1
37,2,0,0,33000000.0,24,0,0,0,0,0,3,5
21,2,0,0,215000000.0,144,1,0,0,0,0,0,1
5,0,0,0,149000000.0,60,1,0,0,0,0,0,1
37,2,0,0,338000000.0,202,0,0,0,0,0,3,5
9,2,0,0,44000000.0,36,2,0,0,0,1,3,2
31,0,0,0,179200000.0,180,2,0,0,0,1,3,2
37,0,0,0,200000000.0,168,1,0,0,0,0,0,1
9,2,0,0,140000000.0,60,2,0,0,0,1,3,2
9,2,0,0,173500000.0,120,2,0,0,0,1,3,2
21,2,0,0,425000000.0,156,0,0,0,0,0,3,5
11,2,0,0,153500000.0,73,1,0,0,0,0,0,1
9,2,0,0,165000000.0,60,1,0,0,0,0,0,1
99,2,0,1,162320000.0,144,0,0,0,0,0,3,5
11,1,0,0,159500000.0,111,1,0,0,0,0,0,1
99,0,0,0,96500000.0,60,1,0,0,0,0,0,1
37,1,0,0,5000000.0,60,0,0,0,0,0,3,5
9,2,0,0,210000000.0,84,1,0,0,0,0,0,1
99,2,0,0,296000000.0,168,1,0,0,0,0,0,1
7,2,0,0,45000000.0,60,0,0,0,0,0,3,5
5,2,0,0,151000000.0,60,2,0,0,0,1,3,2
99,2,0,0,265800000.0,180,2,0,0,0,1,3,2
99,2,0,0,28000000.0,36,1,0,0,0,0,0,1
31,2,0,0,247600000.0,124,2,0,0,0,1,3,2
5,2,0,0,352000000.0,180,2,0,0,0,1,3,2
19,2,0,0,150000000.0,48,0,0,0,0,0,3,5
99,1,1,2,25000000.0,18,1,3,0,0,0,0,1
99,2,0,1,406842503.5,168,1,0,0,0,0,0,1
8,2,0,0,50000000.0,48,0,0,0,0,0,3,5
37,2,0,0,78000000.0,36,1,0,0,0,0,0,1
5,2,0,1,356632987.0,135,1,0,0,0,0,0,1
11,2,0,0,100000000.0,48,0,0,0,0,0,3,5
9,2,0,1,322207777.0,111,1,0,0,0,0,0,1
9,0,0,0,80000000.0,60,1,0,0,0,0,0,1
9,2,0,0,300000000.0,120,0,0,0,0,0,3,5
37,2,0,0,220000000.0,84,2,0,0,0,1,3,2
31,2,0,0,180500000.0,180,2,0,0,0,1,3,2
13,0,1,2,100000000.0,24,1,3,0,0,0,0,1
99,2,0,0,375000000.0,168,2,0,0,0,1,3,2
37,1,0,0,150000000.0,120,2,0,0,0,1,3,2
9,2,0,0,20000000.0,36,0,0,0,0,0,3,5
37,2,0,0,133000000.0,240,1,0,0,0,0,0,1
99,2,0,1,124900000.0,132,1,0,0,0,0,0,1
9,2,0,0,100000000.0,60,0,0,0,0,0,3,5
12,2,0,0,10000000.0,12,1,0,0,0,0,0,1
37,2,0,0,623000000.0,120,1,0,0,0,0,0,1
11,2,0,0,76000000.0,36,0,0,0,0,0,3,5
9,2,0,0,31000000.0,60,1,0,0,0,0,0,1
37,2,0,0,750000000.0,180,1,0,0,0,0,0,1
9,2,0,0,189300000.0,50,0,0,0,0,0,3,5
5,2,0,0,470000000.0,120,2,0,0,0,1,3,2
37,2,0,0,415000000.0,132,2,0,0,0,1,3,2
99,2,0,0,210500000.0,120,1,0,0,0,0,0,1
37,2,0,0,178000000.0,120,2,0,0,0,1,3,2
99,2,0,0,10000000.0,36,2,0,0,0,1,3,2
9,2,1,3,18401000.0,12,0,2,0,0,2,2,5
9,0,0,0,38000000.0,24,1,0,0,0,0,0,1
8,2,0,1,196500000.0,240,1,0,0,0,0,0,1
99,2,0,0,335000000.0,156,0,0,0,0,0,3,5
37,0,0,0,315000000.0,180,1,0,0,0,0,0,1
37,2,0,0,200000000.0,120,1,0,0,0,0,0,1
99,2,0,0,97000000.0,60,0,0,0,0,0,3,5
36,2,0,0,885034000.0,190,1,0,0,0,0,0,1
26,2,0,0,57511842.0,24,1,0,0,0,0,0,1
11,2,0,0,65000000.0,72,0,0,0,0,0,3,5
37,2,0,0,171000000.0,60,2,0,0,0,1,3,2
34,2,1,2,25000000.0,36,2,1,0,1,0,2,2
9,2,0,0,282700000.0,86,1,0,0,0,0,0,1
37,2,0,0,170000000.0,96,2,0,0,0,1,3,2
12,0,0,0,86000000.0,60,2,0,0,0,1,3,2
6,2,0,0,400000000.0,84,0,0,0,0,0,3,5
8,0,0,1,175000000.0,180,1,0,0,0,0,0,1
37,2,0,0,235000000.0,90,1,0,0,0,0,0,1
5,2,0,1,179150000.0,180,0,0,0,0,0,3,5
9,2,0,0,89000000.0,60,1,0,0,0,0,0,1
37,2,0,0,182000000.0,36,1,0,0,0,0,0,1
13,2,1,2,300000000.0,36,0,3,0,0,0,3,3
9,2,0,0,245000000.0,84,1,0,0,0,0,0,1
9,0,0,0,60000000.0,60,1,0,0,0,0,0,1
37,2,0,0,1004000000.0,50,0,0,0,0,0,3,5
5,2,0,0,30000000.0,36,2,0,0,0,1,3,2
37,2,0,0,611000000.0,60,2,0,0,0,1,3,2
37,2,0,0,50000000.0,60,1,0,0,0,0,0,1
19,2,0,0,364000000.0,168,2,0,0,0,1,3,2
37,2,0,0,255000000.0,61,2,0,0,0,1,3,2
37,2,0,0,250000000.0,120,0,0,0,0,0,3,5
37,2,0,0,281865500.0,74,1,0,0,0,0,0,1
13,0,0,1,160340000.0,240,1,0,0,0,0,0,1
37,2,0,0,234000000.0,15,0,0,0,0,0,3,5
99,2,0,0,74000000.0,60,1,0,0,0,0,0,1
99,1,0,0,261000000.0,119,1,0,0,0,0,0,1
9,2,0,0,76000000.0,30,0,0,0,0,0,3,5
37,2,0,0,405000000.0,120,1,0,0,0,0,0,1
13,1,1,2,101000000.0,24,1,3,0,0,0,0,1
9,1,0,0,225808935.0,81,0,0,0,0,0,3,5
37,2,0,0,1395900000.0,240,2,0,0,0,1,3,2
13,2,1,2,220000000.0,48,2,1,0,0,0,1,2
12,2,0,0,15000000.0,36,1,0,0,0,0,0,1
99,2,0,0,400000000.0,84,2,0,0,0,1,3,2
37,2,0,0,250000000.0,36,2,0,0,0,1,3,2
37,2,0,0,191000000.0,96,0,0,0,0,0,3,5
99,2,0,0,229411076.0,105,1,0,0,0,0,0,1
37,2,0,0,100000000.0,60,1,0,0,0,0,0,1
37,2,0,0,70000000.0,60,0,0,0,0,0,3,5
13,2,0,0,100000000.0,48,1,0,0,0,0,0,1
13,2,1,2,128000000.0,48,1,3,0,0,0,0,1
9,2,0,0,151000000.0,60,0,0,0,0,0,3,5
9,2,0,0,281400000.0,114,1,0,0,0,0,0,1
9,2,0,0,177727204.0,67,1,0,0,0,0,0,1
13,0,1,2,500000000.0,36,0,3,0,0,0,3,3
10,2,0,0,161000000.0,93,2,0,0,0,1,3,2
37,2,0,0,204000000.0,36,2,0,0,0,1,3,2
4,2,0,1,264405780.0,115,1,0,0,0,0,0,1
9,2,0,0,55000000.0,36,2,0,0,0,1,3,2
37,2,0,0,150000000.0,96,2,0,0,0,1,3,2
5,2,0,0,154000000.0,180,0,0,0,0,0,3,5
26,2,0,0,44000000.0,60,1,0,0,0,0,0,1
9,1,0,0,121000000.0,27,1,0,0,0,0,0,1
37,2,0,0,200000000.0,60,0,0,0,0,0,3,5
5,2,0,0,22000000.0,36,1,0,0,0,0,0,1
37,2,0,0,50000000.0,133,1,0,0,0,0,0,1
12,2,0,0,180000000.0,60,0,0,0,0,0,3,5
37,2,0,0,807000000.0,120,1,0,0,0,0,0,1
99,2,0,1,550000000.0,155,1,0,0,0,0,0,1
4,2,0,0,250000000.0,75,0,0,0,0,0,3,5
37,2,0,0,150000000.0,120,2,0,0,0,1,3,2
13,2,1,2,150000000.0,48,2,1,0,0,0,1,2
13,2,1,2,10000000.0,12,1,3,0,0,0,0,1
19,2,0,0,315000000.0,168,2,0,0,0,1,3,2
19,2,0,0,200000000.0,96,2,0,0,0,1,3,2
11,2,0,0,53000000.0,71,0,0,0,0,0,3,5
13,2,1,3,20000000.0,24,1,3,0,0,0,0,1
9,0,0,0,50000000.0,24,1,0,0,0,0,0,1
37,1,0,0,118000000.0,60,0,0,0,0,0,3,5
37,0,0,0,100000000.0,36,1,0,0,0,0,0,1
99,2,0,0,24500000.0,10,1,0,0,0,0,0,1
37,2,0,0,41000000.0,180,0,0,0,0,0,3,5
99,2,0,0,20000000.0,36,1,0,0,0,0,0,1
5,0,0,1,179150000.0,192,1,0,0,0,0,0,1
4,2,0,0,155000000.0,60,0,0,0,0,0,3,5
5,2,0,0,75000000.0,34,2,0,0,0,1,3,2
99,2,0,0,82800000.0,44,2,0,0,0,1,3,2
37,2,0,0,1314000000.0,180,1,0,0,0,0,0,1
9,2,0,0,465300000.0,234,2,0,0,0,1,3,2
9,2,0,0,30000000.0,24,2,0,0,0,1,3,2
9,2,0,0,110000000.0,60,0,0,0,0,0,3,5
99,2,0,0,25500000.0,10,1,0,0,0,0,0,1
37,2,0,0,313000000.0,168,1,0,0,0,0,0,1
31,0,0,0,247000000.0,180,0,0,0,0,0,3,5
37,2,0,0,1200000000.0,240,1,0,0,0,0,0,1
9,2,0,0,18200000.0,144,1,0,0,0,0,0,1
19,2,0,0,950000000.0,180,0,0,0,0,0,3,5
37,2,0,0,157000000.0,72,1,0,0,0,0,0,1
9,0,0,0,200000000.0,60,1,0,0,0,0,0,1
9,1,0,0,95700000.0,60,0,0,0,0,0,3,5
19,0,0,0,234000000.0,48,2,0,0,0,1,3,2
37,2,0,0,110000000.0,96,2,0,0,0,1,3,2
9,2,0,0,95000000.0,60,1,0,0,0,0,0,1
13,2,1,3,250000000.0,60,2,0,0,0,0,1,2
13,2,1,2,400000000.0,60,2,1,0,0,0,1,2
13,2,1,2,250000000.0,36,0,3,0,0,0,3,3
37,2,0,0,550000000.0,168,1,0,0,0,0,0,1
99,0,0,0,82000000.0,60,1,0,0,0,0,0,1
37,2,0,0,100000000.0,48,0,0,0,0,0,3,5
13,2,1,2,400000000.0,60,1,3,0,0,0,0,1
36,2,0,0,405000000.0,180,1,0,0,0,0,0,1
99,2,0,0,96000000.0,60,0,0,0,0,0,3,5
37,1,0,0,25000000.0,10,1,0,0,0,0,0,1
37,2,0,0,267317000.0,112,1,0,0,0,0,0,1
37,2,0,0,200000000.0,168,0,0,0,0,0,3,5
31,1,0,0,118000000.0,120,2,0,0,0,1,3,2
9,2,0,0,198000000.0,60,2,0,0,0,1,3,2
99,1,0,0,115000000.0,60,1,0,0,0,0,0,1
9,1,0,0,192000000.0,83,2,0,0,0,1,3,2
37,0,0,0,241129000.0,240,2,0,0,0,1,3,2
37,2,0,0,395875314.0,110,0,0,0,0,0,3,5
13,2,1,2,200000000.0,48,1,3,0,0,0,0,1
37,2,0,0,105000000.0,60,1,0,0,0,0,0,1
37,2,0,0,73000000.0,60,0,0,0,0,0,3,5
11,2,0,0,137000000.0,60,1,0,0,0,0,0,1
13,2,1,2,200000000.0,60,1,3,0,0,0,0,1
13,2,1,2,500000000.0,60,0,3,0,0,0,3,3
9,2,0,0,179000000.0,60,1,0,0,0,0,0,1
12,2,0,1,450000000.0,120,1,0,0,0,0,0,1
19,2,0,0,50000000.0,36,0,0,0,0,0,3,5
37,2,0,0,25000000.0,36,2,0,0,0,1,3,2
99,2,1,2,100000000.0,60,2,1,0,0,0,1,2
37,1,0,0,75000000.0,48,1,0,0,0,0,0,1
37,2,0,0,252000000.0,151,2,0,0,0,1,3,2
37,2,0,0,355000000.0,84,2,0,0,0,1,3,2
9,2,0,0,135000000.0,60,0,0,0,0,0,3,5
37,2,0,1,1100000000.0,144,1,0,0,0,0,0,1
9,2,0,0,31000000.0,180,1,0,0,0,0,0,1
37,2,0,0,224000000.0,120,0,0,0,0,0,3,5
26,2,0,0,140000000.0,60,1,0,0,0,0,0,1
21,2,0,0,300000000.0,120,1,0,0,0,0,0,1
37,2,0,0,69000000.0,60,0,0,0,0,0,3,5
31,2,0,0,303600000.0,168,1,0,0,0,0,0,1
5,2,0,0,237000000.0,84,1,0,0,0,0,0,1
37,2,0,0,299000000.0,72,0,0,0,0,0,3,5
19,2,0,0,251000000.0,60,2,0,0,0,1,3,2
9,1,0,0,255300000.0,120,2,0,0,0,1,3,2
99,2,0,0,50000000.0,60,1,0,0,0,0,0,1
9,2,0,0,370900000.0,180,2,0,0,0,1,3,2
5,2,0,1,444600000.0,93,2,0,0,0,1,3,2
13,2,1,2,100000000.0,60,0,3,0,0,0,3,3
37,2,0,0,220000000.0,84,1,0,0,0,0,0,1
9,2,0,0,84500000.0,42,1,0,0,0,0,0,1
9,2,0,0,371100000.0,240,0,0,0,0,0,3,5
31,2,0,0,692000000.0,120,1,0,0,0,0,0,1
9,2,0,0,240000000.0,84,1,0,0,0,0,0,1
99,2,0,0,54000000.0,24,0,0,0,0,0,3,5
37,2,0,0,250000000.0,31,1,0,0,0,0,0,1
9,2,0,0,150000000.0,60,1,0,0,0,0,0,1
37,2,0,0,157000000.0,60,0,0,0,0,0,3,5
99,2,0,0,103200000.0,60,2,0,0,0,1,3,2
37,2,0,0,13800000.0,60,2,0,0,0,1,3,2
37,2,0,0,1092000000.0,180,1,0,0,0,0,0,1
9,2,0,0,162000000.0,60,2,0,0,0,1,3,2
99,2,0,0,110000000.0,125,2,0,0,0,1,3,2
11,2,0,0,50000000.0,36,0,0,0,0,0,3,5
37,2,0,0,32000000.0,75,1,0,0,0,0,0,1
9,2,0,0,95400000.0,60,1,0,0,0,0,0,1
9,2,0,0,190000000.0,60,0,0,0,0,0,3,5
4,2,0,0,150000000.0,96,1,0,0,0,0,0,1
9,2,0,0,231000000.0,83,1,0,0,0,0,0,1
5,2,0,0,240000000.0,168,0,0,0,0,0,3,5
37,2,1,3,34965000.0,24,1,3,0,0,0,0,1
37,2,0,0,210000000.0,72,1,0,0,0,0,0,1
37,2,0,0,150000000.0,84,0,0,0,0,0,3,5
99,2,0,1,236267156.0,178,2,0,0,0,1,3,2
37,2,0,0,100000000.0,36,2,0,0,0,1,3,2
37,2,0,1,295000000.0,156,1,0,0,0,0,0,1
9,2,0,0,564000000.0,72,2,0,0,0,1,3,2
37,2,0,0,142000000.0,60,2,0,0,0,1,3,2
37,1,0,0,186000000.0,108,0,0,0,0,0,3,5
99,2,0,0,273000000.0,180,1,0,0,0,0,0,1
9,2,0,0,110000000.0,48,1,0,0,0,0,0,1
37,2,0,0,139000000.0,38,0,0,0,0,0,3,5
99,2,0,0,30000000.0,33,1,0,0,0,0,0,1
13,2,1,2,350000000.0,48,1,3,0,0,0,0,1
37,0,0,0,230000000.0,181,0,0,0,0,0,3,5
37,2,0,0,345700000.0,216,1,0,0,0,0,0,1
26,2,0,0,120000000.0,132,1,0,0,0,0,0,1
37,2,0,0,41000000.0,55,0,0,0,0,0,3,5
99,2,0,1,340000000.0,180,2,0,0,0,1,3,2
11,2,0,0,184000000.0,114,2,0,0,0,1,3,2
9,2,0,0,141000000.0,60,1,0,0,0,0,0,1
99,2,1,2,500000000.0,60,2,1,0,0,0,1,2
11,2,0,0,60000000.0,60,2,0,0,0,1,3,2
19,2,0,0,255100000.0,84,0,0,0,0,0,3,5
9,2,0,0,144000000.0,60,1,0,0,0,0,0,1
26,2,0,0,24500000.0,10,1,0,0,0,0,0,1
99,0,0,0,44000000.0,180,0,0,0,0,0,3,5
99,0,0,1,179000000.0,180,1,0,0,0,0,0,1
37,2,0,0,421000000.0,120,1,0,0,0,0,0,1
37,2,0,0,397000000.0,128,0,0,0,0,0,3,5
37,2,0,0,100000000.0,84,1,0,0,0,0,0,1
11,2,0,0,100000000.0,42,1,0,0,0,0,0,1
36,2,0,0,520000000.0,36,0,0,0,0,0,3,5
19,1,0,1,165000000.0,60,2,0,0,0,1,3,2
37,2,0,0,145000000.0,120,2,0,0,0,1,3,2
31,2,0,0,344000000.0,120,1,0,0,0,0,0,1
9,2,0,0,50000000.0,51,2,0,0,0,1,3,2
13,2,1,2,170000000.0,60,2,1,0,0,0,1,2
5,2,0,0,15000000.0,9,0,0,0,0,0,3,5
37,2,0,0,113000000.0,52,1,0,0,0,0,0,1
6,2,0,1,900000000.0,180,1,0,0,0,0,0,1
37,2,0,0,313000000.0,58,0,0,0,0,0,3,5
37,2,0,0,300000000.0,120,1,0,0,0,0,0,1
13,2,1,2,200000000.0,60,1,3,0,0,0,0,1
37,2,0,0,273000000.0,180,0,0,0,0,0,3,5
37,2,0,0,330300000.0,180,1,0,0,0,0,0,1
9,2,0,0,120000000.0,60,1,0,0,0,0,0,1
37,2,0,0,1125000000.0,226,0,0,0,0,0,3,5
31,0,0,0,22500000.0,120,2,0,0,0,1,3,2
13,2,1,2,500000000.0,60,2,1,0,0,0,1,2
26,2,0,0,279400000.0,110,1,0,0,0,0,0,1
9,2,0,0,260000000.0,132,2,0,0,0,1,3,2
37,2,0,0,613000000.0,125,2,0,0,0,1,3,2
9,2,0,0,400000000.0,180,0,0,0,0,0,3,5
37,2,0,0,196000000.0,143,1,0,0,0,0,0,1
9,2,0,0,20000000.0,60,1,0,0,0,0,0,1
37,2,0,0,232000000.0,98,0,0,0,0,0,3,5
99,2,0,0,625000000.0,94,1,0,0,0,0,0,1
1,0,0,0,10000000.0,36,1,0,0,0,0,0,1
37,2,0,0,75000000.0,181,0,0,0,0,0,3,5
34,2,1,2,15000000.0,12,1,3,0,0,0,0,1
9,2,0,0,490000000.0,120,1,0,0,0,0,0,1
7,2,0,0,377600000.0,210,0,0,0,0,0,3,5
99,2,0,1,209000000.0,180,2,0,0,0,1,3,2
99,2,0,0,24500000.0,10,2,0,0,0,1,3,2
7,2,0,0,604000000.0,180,1,0,0,0,0,0,1
37,1,0,0,1000000000.0,62,2,0,0,0,1,3,2
11,2,0,0,67000000.0,72,2,0,0,0,1,3,2
13,1,0,1,184800000.0,240,0,0,0,0,0,3,5
9,2,0,0,137000000.0,60,1,0,0,0,0,0,1
37,2,0,0,134000000.0,60,1,0,0,0,0,0,1
19,2,0,0,20000000.0,36,0,0,0,0,0,3,5
5,2,0,0,23065000.0,10,1,0,0,0,0,0,1
99,0,0,0,104600000.0,60,1,0,0,0,0,0,1
99,2,0,0,60000000.0,29,0,0,0,0,0,3,5
9,1,0,0,500000000.0,109,1,0,0,0,0,0,1
4,2,0,0,150000000.0,72,1,0,0,0,0,0,1
5,2,0,0,25600000.0,113,0,0,0,0,0,3,5
11,2,0,0,147000000.0,98,2,0,0,0,1,3,2
99,0,0,0,75000000.0,39,2,0,0,0,1,3,2
37,2,0,0,1208700000.0,240,1,0,0,0,0,0,1
37,2,0,0,240000000.0,81,2,0,0,0,1,3,2
13,2,1,2,500000000.0,48,2,1,0,0,0,1,2
9,2,0,0,15000000.0,26,0,0,0,0,0,3,5
9,2,0,0,141000000.0,83,1,0,0,0,0,0,1
99,2,1,3,10000000.0,24,1,3,0,0,0,0,1
4,2,0,0,150000000.0,120,0,0,0,0,0,3,5
9,2,0,0,105000000.0,60,1,0,0,0,0,0,1
9,2,0,0,150000000.0,120,1,0,0,0,0,0,1
37,2,0,0,334900000.0,240,0,0,0,0,0,3,5
9,2,0,0,304500000.0,56,1,0,0,0,0,0,1
99,2,0,0,25000000.0,36,1,0,0,0,0,0,1
13,0,1,2,150000000.0,60,0,3,0,0,0,3,3
4,0,0,0,70000000.0,60,2,0,0,0,1,3,2
9,2,0,0,50000000.0,60,2,0,0,0,1,3,2
9,2,0,0,50000000.0,60,1,0,0,0,0,0,1
99,2,0,0,80000000.0,73,2,0,0,0,1,3,2
37,2,0,0,784000000.0,156,2,0,0,0,1,3,2
4,0,0,0,710000000.0,180,0,0,0,0,0,3,5
37,2,0,0,200000000.0,180,1,0,0,0,0,0,1
37,2,0,0,100000000.0,60,1,0,0,0,0,0,1
9,1,0,0,70000000.0,84,0,0,0,0,0,3,5
12,2,0,0,25000000.0,60,1,0,0,0,0,0,1
99,2,0,0,103250000.0,60,1,0,0,0,0,0,1
9,0,0,0,40000000.0,60,0,0,0,0,0,3,5
37,2,0,0,450000000.0,84,1,0,0,0,0,0,1
37,2,0,0,250000000.0,60,1,0,0,0,0,0,1
13,2,1,2,25000000.0,24,0,3,0,0,0,3,3
10,2,0,0,95000000.0,60,2,0,0,0,1,3,2
10,0,0,0,138000000.0,60,2,0,0,0,1,3,2
99,0,0,0,168000000.0,174,1,0,0,0,0,0,1
9,2,0,0,163000000.0,84,2,0,0,0,1,3,2
99,2,0,0,28000000.0,36,2,0,0,0,1,3,2
37,2,0,0,15000000.0,60,0,0,0,0,0,3,5
