PEKERJAAN,STATUS_PERNIKAHAN,PRODUK,SUB_PRODUK,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS
37,2,0,0,180000000.0,60,1,0,0,0,0,0,1
26,2,0,0,27000000.0,180,1,0,0,0,0,0,1
9,1,0,0,52000000.0,36,0,0,0,0,0,3,5
11,2,0,0,64200000.0,48,1,0,0,0,0,0,1
5,0,0,1,175190000.0,180,1,0,0,0,0,0,1
37,2,0,0,239700000.0,43,0,0,0,0,0,3,5
37,2,0,0,605000000.0,122,1,0,0,0,0,0,1
17,2,0,0,212000000.0,29,1,0,0,0,0,0,1
5,2,0,0,30600000.0,10,0,0,0,0,0,3,5
99,2,0,0,25000000.0,11,2,0,0,0,1,3,2
9,2,0,0,203000000.0,47,2,0,0,0,1,3,2
11,2,0,0,157000000.0,77,1,0,0,0,0,0,1
6,2,1,2,172000000.0,48,2,3,0,0,0,1,2
99,2,0,0,53500000.0,60,2,0,0,0,1,3,2
37,2,0,0,327870000.0,180,0,0,0,0,0,3,5
37,2,0,0,1180000000.0,240,1,0,0,0,0,0,1
99,2,0,0,263000000.0,47,1,0,0,0,0,0,1
37,2,0,0,272700000.0,180,0,0,0,0,0,3,5
9,2,1,3,17369000.0,12,1,3,0,0,0,0,1
9,2,0,0,50000000.0,84,1,0,0,0,0,0,1
26,2,0,1,162300000.0,156,0,0,0,0,0,3,5
37,2,0,0,262500000.0,192,1,0,0,0,0,0,1
37,2,0,0,400000000.0,120,1,0,0,0,0,0,1
99,2,0,1,198470000.0,180,0,0,0,0,0,3,5
5,2,0,0,37200000.0,36,2,0,0,0,1,3,2
13,0,1,2,500000000.0,60,2,3,1,0,2,2,2
13,2,1,2,200000000.0,60,1,3,0,0,0,0,1
5,0,0,0,78300000.0,60,2,0,0,0,1,3,2
37,2,0,0,287300000.0,209,2,0,0,0,1,3,2
9,2,0,0,100000000.0,48,0,0,0,0,0,3,5
37,2,0,0,155000000.0,48,1,0,0,0,0,0,1
99,2,0,0,216000000.0,144,1,0,0,0,0,0,1
9,2,0,0,24000000.0,60,0,0,0,0,0,3,5
37,2,0,0,250000000.0,240,1,0,0,0,0,0,1
37,2,0,0,1057000000.0,240,1,0,0,0,0,0,1
5,2,0,0,70000000.0,24,0,0,0,0,0,3,5
5,0,0,0,20000000.0,36,1,0,0,0,0,0,1
37,2,0,0,200000000.0,120,1,0,0,0,0,0,1
9,2,0,0,42000000.0,60,0,0,0,0,0,3,5
99,2,0,0,25000000.0,10,2,0,0,0,1,3,2
37,2,0,0,166000000.0,65,2,0,0,0,1,3,2
10,2,0,0,100000000.0,120,1,0,0,0,0,0,1
37,2,0,0,130000000.0,48,2,0,0,0,1,3,2
12,2,0,0,50000000.0,12,2,0,0,0,1,3,2
5,2,0,0,139000000.0,84,0,0,0,0,0,3,5
37,2,0,0,160000000.0,84,1,0,0,0,0,0,1
99,2,0,0,25000000.0,11,1,0,0,0,0,0,1
9,2,0,0,200000000.0,84,0,0,0,0,0,3,5
8,0,0,1,198470000.0,180,1,0,0,0,0,0,1
37,2,0,0,200000000.0,36,1,0,0,0,0,0,1
9,2,0,0,165000000.0,21,0,0,0,0,0,3,5
19,2,0,0,251200000.0,120,1,0,0,0,0,0,1
9,2,0,0,30000000.0,36,1,0,0,0,0,0,1
8,2,0,1,300587580.0,180,0,0,0,0,0,3,5
99,2,0,0,186900000.0,76,2,0,0,0,1,3,2
99,2,0,0,89000000.0,60,2,0,0,0,1,3,2
13,2,1,2,250000000.0,48,1,3,0,0,0,0,1
5,2,0,0,27414000.0,11,2,0,0,0,1,3,2
26,2,0,0,58000000.0,48,2,0,0,0,1,3,2
99,2,0,0,100100000.0,60,0,0,0,0,0,3,5
37,1,0,0,55000000.0,60,1,0,0,0,0,0,1
8,2,0,0,45000000.0,36,1,0,0,0,0,0,1
31,1,0,0,215200000.0,120,0,0,0,0,0,3,5
4,0,0,0,200000000.0,120,1,0,0,0,0,0,1
37,2,0,0,600000000.0,36,1,0,0,0,0,0,1
9,2,0,0,291766310.0,108,0,0,0,0,0,3,5
9,2,0,0,118000000.0,36,1,0,0,0,0,0,1
9,2,0,0,24800000.0,110,1,0,0,0,0,0,1
37,2,0,0,879000000.0,183,0,0,0,0,0,3,5
8,0,0,1,179000000.0,240,2,0,0,0,1,3,2
9,2,0,0,70000000.0,60,2,0,0,0,1,3,2
5,2,0,0,128000000.0,120,1,0,0,0,0,0,1
99,2,0,0,200000000.0,72,2,0,0,0,1,3,2
37,2,0,0,50000000.0,24,2,0,0,0,1,3,2
13,0,1,2,191692800.0,60,0,3,0,0,0,3,3
5,2,0,1,175000000.0,180,1,0,0,0,0,0,1
5,2,0,0,267000000.0,120,1,0,0,0,0,0,1
37,2,0,0,270000000.0,132,0,0,0,0,0,3,5
9,2,0,0,80000000.0,60,1,0,0,0,0,0,1
37,2,0,0,230000000.0,180,1,0,0,0,0,0,1
37,2,0,0,810000000.0,192,0,0,0,0,0,3,5
26,2,0,0,200000000.0,84,1,0,0,0,0,0,1
9,2,0,0,141000000.0,60,1,0,0,0,0,0,1
99,0,0,1,160300000.0,180,0,0,0,0,0,3,5
4,2,0,0,40000000.0,12,2,0,0,0,1,3,2
9,2,0,0,113804176.0,66,2,0,0,0,1,3,2
5,2,0,1,384000000.0,117,1,0,0,0,0,0,1
5,2,0,0,55000000.0,24,2,0,0,0,1,3,2
9,2,0,0,193000000.0,96,2,0,0,0,1,3,2
37,2,0,0,368000000.0,120,0,0,0,0,0,3,5
37,0,0,0,150000000.0,120,1,0,0,0,0,0,1
99,0,0,1,179150000.0,180,1,0,0,0,0,0,1
9,2,1,2,500000000.0,60,0,3,0,0,0,3,3
26,2,0,0,130100000.0,60,1,0,0,0,0,0,1
37,2,0,0,174000000.0,48,1,0,0,0,0,0,1
13,0,1,2,150000000.0,36,0,3,0,0,0,3,3
9,2,0,0,541000000.0,149,1,0,0,0,0,0,1
37,2,0,0,135300000.0,60,1,0,0,0,0,0,1
13,2,1,2,100000000.0,36,0,3,0,0,0,3,3
9,2,0,0,20000000.0,60,2,0,0,0,1,3,2
99,2,0,0,27000000.0,11,2,0,1,0,1,3,2
16,2,1,2,15000000.0,24,1,3,0,0,0,0,1
9,2,0,0,300000000.0,96,2,0,1,0,1,3,2
9,2,0,0,20000000.0,24,2,0,1,0,1,3,2
26,2,0,0,85000000.0,60,0,0,0,0,0,3,3
37,0,0,0,36000000.0,24,1,0,0,0,0,0,1
37,2,0,0,10000000.0,36,1,0,0,0,0,0,1
13,2,1,2,150000000.0,36,0,3,0,0,0,3,3
13,2,1,2,180000000.0,60,1,3,0,0,0,0,1
13,2,1,2,200000000.0,60,1,3,0,0,0,0,1
13,2,1,2,350000000.0,48,0,3,0,0,0,3,3
31,2,0,0,247300000.0,180,1,0,0,0,0,0,1
5,0,0,1,179150000.0,180,1,0,0,0,0,0,1
10,2,0,1,210000000.0,156,0,0,0,0,0,3,3
37,2,0,0,986700000.0,240,2,0,1,0,1,3,2
5,2,0,0,600000000.0,180,2,0,1,0,1,3,2
11,1,0,0,70000000.0,107,1,0,0,0,0,0,1
4,2,0,0,1050000000.0,180,2,0,1,0,1,3,2
11,2,0,0,168300000.0,101,2,0,1,0,1,3,2
37,1,0,0,86000000.0,37,0,0,0,0,0,3,3
37,2,0,0,60000000.0,24,1,0,0,0,0,0,1
4,2,0,1,459000000.0,120,1,0,0,0,0,0,1
1,0,0,1,195800000.0,240,0,0,0,0,0,3,3
37,1,0,0,132000000.0,180,1,0,0,0,0,0,1
37,2,0,0,286100000.0,181,1,0,0,0,0,0,1
31,2,0,0,245100000.0,150,0,0,0,0,0,3,3
99,2,0,0,31500000.0,11,1,0,0,0,0,0,1
9,2,0,0,555000000.0,193,1,0,0,0,0,0,1
5,2,0,0,78600000.0,45,0,0,0,0,0,3,3
99,1,0,0,265800000.0,178,2,0,1,0,1,3,2
4,2,0,0,80000000.0,60,2,0,1,0,1,3,2
37,2,0,0,820000000.0,194,1,0,0,0,0,0,1
9,2,0,0,89000000.0,46,2,0,1,0,1,3,2
37,2,0,0,171000000.0,60,2,0,1,0,1,3,2
5,0,0,1,175190000.0,180,0,0,0,0,0,3,3
99,2,0,0,95000000.0,60,1,0,0,0,0,0,1
37,2,0,0,232000000.0,120,1,0,0,0,0,0,1
12,0,0,0,50000000.0,60,0,0,0,0,0,3,3
9,2,0,0,199800000.0,119,1,0,0,0,0,0,1
37,2,0,0,40000000.0,40,1,0,0,0,0,0,1
5,2,0,0,274000000.0,91,0,0,0,0,0,3,3
99,2,0,0,300000000.0,180,1,0,0,0,0,0,1
8,2,0,1,1000000000.0,100,1,0,0,0,0,0,1
8,0,0,1,179150000.0,180,0,0,0,0,0,3,3
26,2,0,0,228300000.0,94,2,0,1,0,1,3,2
37,2,0,0,22000000.0,180,2,0,1,0,1,3,2
11,2,0,0,54000000.0,24,1,0,0,0,0,0,1
37,2,0,0,250000000.0,84,2,0,1,0,1,3,2
9,2,0,0,330000000.0,180,2,0,1,0,1,3,2
9,1,0,0,100000000.0,39,0,0,0,0,0,3,3
37,2,0,0,135000000.0,36,1,0,0,0,0,0,1
12,0,0,0,30000000.0,48,1,0,0,0,0,0,1
9,2,0,0,302000000.0,96,0,0,0,0,0,3,3
11,2,0,0,88300000.0,60,1,0,0,0,0,0,1
4,2,0,1,12000000.0,180,1,0,0,0,0,0,1
37,2,0,0,174248961.0,107,0,0,0,0,0,3,3
13,2,0,0,21000000.0,36,1,0,0,0,0,0,1
31,1,0,0,350000000.0,120,1,0,0,0,0,0,1
37,2,0,0,1050000000.0,164,0,0,0,0,0,3,3
37,2,0,0,230000000.0,240,2,0,1,0,1,3,2
37,2,0,0,602500000.0,192,2,0,1,0,1,3,2
37,2,0,0,168700000.0,88,1,0,0,0,0,0,1
11,2,0,0,150000000.0,114,2,0,1,0,1,3,2
37,0,0,0,157000000.0,84,2,0,1,0,1,3,2
99,2,0,1,445000000.0,156,0,0,0,0,0,3,3
5,2,0,1,136666672.0,164,1,0,0,0,0,0,1
9,2,0,0,190000000.0,60,1,0,0,0,0,0,1
13,1,1,2,20000000.0,24,0,3,0,1,2,2,5
9,2,0,0,150000000.0,72,1,0,0,0,0,0,1
13,2,1,3,25000000.0,24,1,3,0,0,0,0,1
37,2,0,0,30000000.0,120,0,0,0,0,0,3,3
99,1,0,1,308500000.0,216,1,0,0,0,0,0,1
9,2,0,1,216000000.0,180,1,0,0,0,0,0,1
37,2,0,0,304000000.0,180,0,0,0,0,0,3,3
13,2,1,2,150000000.0,60,2,3,1,0,2,2,2
19,2,0,0,371300000.0,204,2,0,1,0,1,3,2
11,2,0,0,150000000.0,84,1,0,0,0,0,0,1
37,2,0,0,1226650000.0,108,2,0,1,0,1,3,2
5,2,0,0,950000000.0,156,2,0,1,0,1,3,2
9,1,0,0,17500000.0,77,0,0,0,0,0,3,3
37,2,0,0,93000000.0,60,1,0,0,0,0,0,1
19,2,0,0,110000000.0,168,1,0,0,0,0,0,1
9,2,0,0,25000000.0,60,0,0,0,0,0,3,3
37,2,0,0,100000000.0,60,1,0,0,0,0,0,1
37,2,0,0,100000000.0,60,1,0,0,0,0,0,1
13,2,1,2,500000000.0,60,0,3,0,1,2,2,5
13,2,1,2,250000000.0,48,1,3,0,0,0,0,1
99,2,0,0,25000000.0,11,1,0,0,0,0,0,1
31,2,0,0,249000000.0,166,0,0,0,0,0,3,3
12,2,0,0,200000000.0,84,2,0,1,0,1,3,2
12,2,0,0,550000000.0,192,2,0,1,0,1,3,2
19,2,0,0,550000000.0,144,1,0,0,0,0,0,1
37,2,0,0,210400000.0,69,2,0,1,0,1,3,2
5,1,0,0,50000000.0,60,2,0,1,0,1,3,2
13,0,1,2,160000000.0,60,0,3,0,0,0,3,3
5,2,0,0,25150000.0,11,1,0,0,0,0,0,1
99,2,1,2,50000000.0,36,1,3,0,0,0,0,1
99,2,0,0,173500000.0,60,0,0,0,0,0,3,3
9,2,0,0,85000000.0,60,1,0,0,0,0,0,1
99,2,0,1,175000000.0,120,1,0,0,0,0,0,1
37,2,0,0,50000000.0,48,0,0,0,0,0,3,3
13,2,0,0,229800000.0,180,1,0,0,0,0,0,1
26,2,0,0,82700000.0,60,1,0,0,0,0,0,1
4,2,0,0,150000000.0,60,0,0,0,0,0,3,3
5,2,0,0,89000000.0,48,2,0,1,0,1,3,2
13,2,1,2,25000000.0,24,2,3,1,0,2,2,2
9,2,0,0,180000000.0,128,1,0,0,0,0,0,1
1,2,0,1,819000000.0,120,2,0,1,0,1,3,2
9,2,0,0,95700000.0,60,2,0,1,0,1,3,2
7,2,0,0,42000000.0,60,0,0,0,0,0,3,3
11,2,0,0,187000000.0,108,1,0,0,0,0,0,1
18,1,0,0,683000000.0,168,1,0,0,0,0,0,1
9,2,0,0,106000000.0,60,0,0,0,0,0,3,3
99,2,0,1,750000000.0,228,1,0,0,0,0,0,1
9,2,0,0,100000000.0,60,1,0,0,0,0,0,1
9,2,0,0,55000000.0,51,0,0,0,0,0,3,3
11,2,0,0,90000000.0,60,1,0,0,0,0,0,1
9,2,0,0,150000000.0,60,1,0,0,0,0,0,1
9,2,0,0,460000000.0,129,0,0,0,0,0,3,3
5,2,0,0,24500000.0,10,2,0,1,0,1,3,2
12,2,0,1,309000000.0,180,2,0,1,0,1,3,2
37,2,0,0,100000000.0,60,1,0,0,0,0,0,1
9,2,0,0,229411076.0,105,2,0,1,0,1,3,2
37,0,0,0,64000000.0,36,2,0,1,0,1,3,2
9,2,0,0,33000000.0,104,0,0,0,0,0,3,3
37,2,0,0,191650000.0,84,1,0,0,0,0,0,1
37,2,0,0,221000000.0,120,1,0,0,0,0,0,1
99,1,0,0,24500000.0,10,0,0,0,0,0,3,3
9,2,0,0,67600000.0,55,1,0,0,0,0,0,1
9,2,0,0,100000000.0,60,1,0,0,0,0,0,1
5,2,0,0,146000000.0,168,0,0,0,0,0,3,3
99,2,0,0,273900000.0,180,1,0,0,0,0,0,1
9,2,0,0,17000000.0,24,1,0,0,0,0,0,1
99,2,0,1,300000000.0,180,0,0,0,0,0,3,3
9,2,0,0,162000000.0,60,2,0,1,0,1,3,2
37,2,0,0,159000000.0,96,2,0,1,0,1,3,2
13,0,1,2,150000000.0,48,1,3,0,0,0,0,1
9,2,0,0,54000000.0,24,2,0,1,0,1,3,2
31,2,0,0,69300000.0,180,2,0,1,0,1,3,2
19,2,0,0,473800000.0,180,0,0,0,0,0,3,3
32,2,0,0,70000000.0,36,1,0,0,0,0,0,1
99,2,0,0,369500000.0,180,1,0,0,0,0,0,1
37,2,0,0,90000000.0,60,0,0,0,0,0,3,3
99,2,0,0,228500000.0,120,1,0,0,0,0,0,1
13,2,1,2,150000000.0,60,1,3,0,0,0,0,1
9,2,0,1,322042364.0,84,0,0,0,0,0,3,3
99,2,0,0,22000000.0,9,1,0,0,0,0,0,1
9,2,0,0,266000000.0,96,1,0,0,0,0,0,1
9,2,0,0,262000000.0,96,0,0,0,0,0,3,3
5,2,0,0,494200000.0,132,2,0,1,0,1,3,2
99,2,0,0,202000000.0,120,2,0,1,0,1,3,2
9,2,0,0,22000000.0,24,1,0,0,0,0,0,1
37,2,0,0,75000000.0,84,2,0,1,0,1,3,2
37,0,0,0,199000000.0,60,2,0,1,0,1,3,2
37,2,0,0,145000000.0,72,0,0,0,0,0,3,3
5,2,0,0,298000000.0,165,1,0,0,0,0,0,1
11,2,0,0,60000000.0,36,1,0,0,0,0,0,1
37,2,0,0,177000000.0,60,0,0,0,0,0,3,3
99,2,0,0,30000000.0,36,1,0,0,0,0,0,1
31,2,0,0,36700000.0,180,1,0,0,0,0,0,1
37,2,0,0,100000000.0,60,0,0,0,0,0,3,3
9,0,0,0,259300000.0,180,1,0,0,0,0,0,1
37,2,0,0,338000000.0,120,1,0,0,0,0,0,1
9,2,0,0,305000000.0,84,0,0,0,0,0,3,3
99,2,0,1,187000000.0,120,2,0,1,0,1,3,2
31,0,0,0,30000000.0,120,2,0,1,0,1,3,2
99,0,0,1,157700000.0,180,1,0,0,0,0,0,1
37,1,0,0,210000000.0,72,2,0,1,0,1,3,2
4,0,0,0,25000000.0,36,2,0,1,0,1,3,2
13,2,1,2,200000000.0,60,0,3,0,0,0,3,3
13,2,1,2,450000000.0,60,1,3,0,0,0,0,1
99,0,0,0,12000000.0,10,1,0,0,0,0,0,1
37,2,0,0,575000000.0,102,0,0,0,0,0,3,3
9,2,0,0,53000000.0,36,1,0,0,0,0,0,1
31,2,0,0,463700000.0,168,1,0,0,0,0,0,1
9,2,0,0,130000000.0,60,0,0,0,0,0,3,3
37,2,0,0,364023244.0,110,1,0,0,0,0,0,1
6,2,1,2,270000000.0,60,1,3,0,0,0,0,1
9,0,0,0,70000000.0,60,0,0,0,0,0,3,3
99,0,0,0,13000000.0,9,2,0,1,0,1,3,2
19,0,0,0,437600000.0,121,2,0,1,0,1,3,2
13,2,1,2,500000000.0,60,1,3,0,0,0,0,1
13,2,1,2,180000000.0,60,2,3,1,0,2,2,2
11,2,0,0,148000000.0,86,2,0,1,0,1,3,2
13,2,1,2,400000000.0,48,0,3,0,0,0,3,3
99,2,1,2,500000000.0,60,1,3,0,0,0,0,1
37,2,0,0,10000000.0,24,1,0,0,0,0,0,1
37,2,0,0,847000000.0,180,0,0,0,0,0,3,3
9,2,0,0,93800000.0,60,1,0,0,0,0,0,1
9,2,0,0,100000000.0,60,1,0,0,0,0,0,1
37,1,0,0,919600000.0,49,0,0,0,0,0,3,3
9,0,0,0,145000000.0,120,1,0,0,0,0,0,1
99,2,0,0,316000000.0,121,1,0,0,0,0,0,1
31,2,0,0,9800000.0,180,0,0,0,0,0,3,3
37,2,0,0,150000000.0,120,2,0,1,0,1,3,2
37,2,0,0,304400000.0,180,2,0,1,0,1,3,2
9,2,0,0,6000000.0,52,1,0,0,0,0,0,1
37,2,0,0,372000000.0,204,2,0,1,0,1,3,2
37,1,0,0,53000000.0,36,2,0,1,0,1,3,2
99,2,0,1,400000000.0,96,0,0,0,0,0,3,3
19,2,0,0,260000000.0,120,1,0,0,0,0,0,1
19,2,0,0,314000000.0,168,1,0,0,0,0,0,1
99,2,0,0,30000000.0,10,0,0,0,0,0,3,3
9,2,0,0,200000000.0,119,1,0,0,0,0,0,1
37,0,0,0,240000000.0,60,1,0,0,0,0,0,1
37,2,0,0,138200000.0,198,0,0,0,0,0,3,3
9,2,0,0,445000000.0,129,1,0,0,0,0,0,1
26,2,0,0,55000000.0,24,1,0,0,0,0,0,1
99,2,0,0,157000000.0,120,0,0,0,0,0,3,3
37,2,0,0,140000000.0,72,2,0,1,0,1,3,2
37,2,0,0,12000000.0,16,2,0,1,0,1,3,2
19,2,0,0,219000000.0,60,1,0,0,0,0,0,1
5,2,0,0,376500000.0,180,2,0,1,0,1,3,2
37,2,0,0,104690000.0,60,2,0,1,0,1,3,2
37,2,0,0,70000000.0,36,0,0,0,0,0,3,3
9,2,0,0,23000000.0,24,1,0,0,0,0,0,1
26,2,0,0,427800000.0,84,1,0,0,0,0,0,1
37,2,0,0,30000000.0,137,0,0,0,0,0,3,3
37,2,0,0,215000000.0,240,1,0,0,0,0,0,1
37,2,0,0,535000000.0,96,1,0,0,0,0,0,1
13,0,1,2,300000000.0,60,0,3,0,0,0,3,3
37,2,0,0,250000000.0,73,1,0,0,0,0,0,1
13,2,1,2,250000000.0,60,1,3,0,0,0,0,1
12,2,0,0,168000000.0,60,0,0,0,0,0,3,3
37,2,0,0,70000000.0,24,2,0,1,0,1,3,2
19,2,0,0,65000000.0,36,2,0,1,0,1,3,2
19,0,0,0,300000000.0,180,1,0,0,0,0,0,1
1,0,0,0,50000000.0,36,2,0,1,0,1,3,2
9,1,0,0,52000000.0,60,2,0,1,0,1,3,2
37,1,0,0,319000000.0,65,0,0,0,0,0,3,3
9,2,0,0,190700000.0,120,1,0,0,0,0,0,1
9,0,0,0,20000000.0,12,1,0,0,0,0,0,1
99,2,0,0,104600000.0,60,0,0,0,0,0,3,3
9,2,0,0,342000000.0,120,1,0,0,0,0,0,1
99,2,0,0,171900000.0,60,1,0,0,0,0,0,1
99,2,0,0,360000000.0,132,0,0,0,0,0,3,3
31,0,0,0,110000000.0,84,1,0,0,0,0,0,1
9,2,0,0,184000000.0,60,1,0,0,0,0,0,1
37,2,0,0,210000000.0,156,0,0,0,0,0,3,3
4,2,0,0,75000000.0,140,2,0,1,0,1,3,2
19,2,0,0,250000000.0,84,2,0,1,0,1,3,2
19,2,0,0,225000000.0,84,1,0,0,0,0,0,1
99,0,0,1,198470000.0,180,2,0,1,0,1,3,2
99,0,0,0,360000000.0,168,2,0,1,0,1,3,2
99,2,0,0,101600000.0,60,0,0,0,0,0,3,3
99,2,0,1,50000000.0,144,1,0,0,0,0,0,1
8,2,0,1,179150000.0,180,1,0,0,0,0,0,1
37,2,0,0,475000000.0,180,0,0,0,0,0,3,3
37,0,0,0,50000000.0,60,1,0,0,0,0,0,1
37,2,0,0,239000000.0,120,1,0,0,0,0,0,1
3,1,1,3,200000000.0,60,0,3,0,0,0,3,3
26,2,0,0,190600000.0,106,1,0,0,0,0,0,1
4,0,0,0,62641475.0,69,1,0,0,0,0,0,1
37,2,0,0,370000000.0,168,0,0,0,0,0,3,3
9,2,0,0,95750000.0,60,2,0,1,0,1,3,2
37,2,0,0,25000000.0,30,2,0,1,0,1,3,2
4,2,0,1,232067220.0,176,1,0,0,0,0,0,1
37,2,0,0,50000000.0,48,2,0,1,0,1,3,2
5,2,0,0,62000000.0,60,2,0,1,0,1,3,2
37,2,0,0,210000000.0,84,0,0,0,0,0,3,3
5,2,0,0,500000000.0,180,1,0,0,0,0,0,1
11,2,0,0,48300000.0,36,1,0,0,0,0,0,1
5,2,0,0,25169000.0,11,0,0,0,0,0,3,3
13,0,1,2,444686937.0,60,1,3,0,0,0,0,1
1,0,0,0,207400000.0,96,1,0,0,0,0,0,1
99,2,0,0,96850000.0,60,0,0,0,0,0,3,3
37,2,0,0,150000000.0,48,1,0,0,0,0,0,1
13,0,1,2,25000000.0,24,1,3,0,0,0,0,1
99,2,0,0,5000000.0,12,0,0,0,0,0,3,3
37,2,0,0,102000000.0,60,2,0,1,0,1,3,2
37,0,0,0,90000000.0,60,2,0,1,0,1,3,2
99,2,0,0,24300000.0,10,1,0,0,0,0,0,1
12,2,0,0,50000000.0,60,2,0,1,0,1,3,2
37,2,0,0,255900000.0,117,2,0,1,0,1,3,2
99,2,0,0,24500000.0,10,0,0,0,0,0,3,3
99,0,0,0,28800000.0,10,1,0,0,0,0,0,1
99,0,0,0,20000000.0,10,1,0,0,0,0,0,1
