PEKERJAAN,STATUS_PERNIKAHAN,PRODUK,SUB_PRODUK,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS
37,2,0,0,92000000.0,60,0,0,0,0,0,3,3
13,2,1,2,250000000.0,60,1,3,0,0,0,0,1
21,2,0,0,765500000.0,142,1,0,0,0,0,0,1
37,2,0,0,160000000.0,60,0,0,0,0,0,3,3
19,2,0,0,239000000.0,60,1,0,0,0,0,0,1
37,2,0,0,60000000.0,60,1,0,0,0,0,0,1
99,0,0,0,32993000.0,10,0,0,0,0,0,3,3
99,2,0,1,179000000.0,180,2,0,1,0,1,3,2
9,2,0,1,198470000.0,180,2,0,1,0,1,3,2
13,2,0,0,276500000.0,132,1,0,0,0,0,0,1
31,2,0,0,152700000.0,78,2,0,1,0,1,3,2
99,2,0,0,305500000.0,168,2,0,1,0,1,3,2
37,1,0,0,292800000.0,176,0,0,0,0,0,3,3
37,1,0,0,310000000.0,60,1,0,0,0,0,0,1
37,0,0,0,355000000.0,120,1,0,0,0,0,0,1
31,2,0,0,410900000.0,180,0,0,0,0,0,3,3
37,2,0,0,320000000.0,60,1,0,0,0,0,0,1
99,2,0,1,402269591.0,150,1,0,0,0,0,0,1
31,2,0,0,112500000.0,120,0,0,0,0,0,3,3
4,2,0,0,50000000.0,156,1,0,0,0,0,0,1
11,2,0,0,214000000.0,119,1,0,0,0,0,0,1
26,2,0,0,617000000.0,120,0,0,0,0,0,3,3
37,1,0,0,200000000.0,108,2,0,1,0,1,3,2
5,0,0,1,246840000.0,180,2,0,1,0,1,3,2
13,2,1,2,500000000.0,60,1,3,0,0,0,0,1
37,2,0,0,50000000.0,36,2,0,1,0,1,3,2
31,1,0,0,235900000.0,180,2,0,1,0,1,3,2
37,2,0,0,600000000.0,84,0,0,0,0,0,3,3
9,2,0,0,80000000.0,48,1,0,0,0,0,0,1
37,2,0,0,100000000.0,36,1,0,0,0,0,0,1
37,2,0,0,141000000.0,48,0,0,0,0,0,3,3
37,2,0,0,200000000.0,120,1,0,0,0,0,0,1
9,2,0,0,200000000.0,168,1,0,0,0,0,0,1
37,2,0,0,300000000.0,192,0,0,0,0,0,3,3
5,1,0,0,22000000.0,9,1,0,0,0,0,0,1
37,2,0,0,172000000.0,63,1,0,0,0,0,0,1
99,2,0,0,108000000.0,180,0,0,0,0,0,3,3
37,2,0,0,100000000.0,80,2,0,1,0,1,3,2
9,2,0,0,156000000.0,60,2,0,1,0,1,3,2
99,2,0,0,61000000.0,48,1,0,0,0,0,0,1
5,2,0,0,102000000.0,60,2,0,1,0,1,3,2
26,2,0,0,120000000.0,60,2,0,1,0,1,3,2
37,0,0,0,100000000.0,36,0,0,0,0,0,3,3
37,2,0,0,398000000.0,168,1,0,0,0,0,0,1
19,2,0,0,243000000.0,120,1,0,0,0,0,0,1
9,2,0,0,174000000.0,60,0,0,0,0,0,3,3
99,0,0,0,128000000.0,120,1,0,0,0,0,0,1
5,2,0,0,60000000.0,48,1,0,0,0,0,0,1
11,1,0,0,105700000.0,48,0,0,0,0,0,3,3
99,2,0,1,50000000.0,156,1,0,0,0,0,0,1
37,2,0,0,50000000.0,60,1,0,0,0,0,0,1
9,2,0,0,17500000.0,60,0,0,0,0,0,3,3
9,2,0,0,135000000.0,84,2,0,1,0,1,3,2
5,2,0,0,756300000.0,168,2,0,1,0,1,3,2
5,2,0,0,1163000000.0,240,1,0,0,0,0,0,1
99,2,0,0,22280000.0,9,2,0,1,0,1,3,2
99,2,0,0,126000000.0,120,2,0,1,0,1,3,2
31,2,0,0,305000000.0,156,0,0,0,0,0,3,3
37,2,0,0,50000000.0,60,1,0,0,0,0,0,1
37,2,0,0,200000000.0,50,1,0,0,0,0,0,1
37,2,0,0,140000000.0,60,0,0,0,0,0,3,3
99,2,1,3,1914000.0,12,1,3,0,0,0,0,1
4,0,0,0,250000000.0,216,1,0,0,0,0,0,1
99,2,1,3,3049000.0,12,0,3,0,0,0,3,3
4,0,0,0,400000000.0,84,1,0,0,0,0,0,1
13,2,0,0,24500000.0,10,1,0,0,0,0,0,1
37,0,0,1,205000000.0,180,0,0,0,0,0,3,3
37,2,0,0,313963130.0,70,2,0,1,0,1,3,2
99,2,0,0,415000000.0,180,2,0,1,0,1,3,2
19,2,0,0,910000000.0,92,1,0,0,0,0,0,1
26,2,0,0,12000000.0,9,2,0,1,0,1,3,2
37,2,0,0,290000000.0,139,2,0,1,0,1,3,2
99,0,0,1,179000000.0,180,0,0,0,0,0,3,4
4,2,0,0,1010000000.0,164,1,0,0,0,0,0,1
37,2,0,0,780000000.0,204,1,0,0,0,0,0,1
13,2,0,1,179150000.0,180,0,0,0,0,0,3,4
99,2,0,0,86000000.0,57,1,0,0,0,0,0,1
37,2,0,0,525000000.0,120,1,0,0,0,0,0,1
37,2,0,0,500000000.0,180,0,0,0,0,0,3,4
20,2,0,1,140500000.0,180,1,0,0,0,0,0,1
19,2,0,0,381000000.0,168,1,0,0,0,0,0,1
37,2,0,0,217000000.0,96,0,0,0,0,0,3,4
11,2,0,0,110000000.0,60,2,0,1,0,1,3,2
26,2,0,0,198300000.0,120,2,0,1,0,1,3,2
37,2,0,0,233000000.0,59,1,0,0,0,0,0,1
13,2,1,2,105000000.0,36,2,3,1,0,2,2,2
99,0,0,1,335412000.0,204,2,0,1,0,1,3,2
37,2,0,0,84000000.0,33,0,0,0,0,0,3,4
9,2,0,0,250000000.0,120,1,0,0,0,0,0,1
9,2,0,0,438000000.0,104,1,0,0,0,0,0,1
8,0,0,1,179000000.0,180,0,0,0,0,0,3,4
37,2,0,0,718000000.0,198,1,0,0,0,0,0,1
37,2,0,0,153000000.0,60,1,0,0,0,0,0,1
99,0,1,2,15000000.0,24,0,3,0,0,0,3,3
18,2,0,0,783000000.0,120,1,0,0,0,0,0,1
13,0,1,2,500000000.0,60,1,3,0,0,0,0,1
13,2,1,2,350000000.0,60,0,3,0,0,0,3,3
37,2,0,0,100000000.0,60,2,0,1,0,1,3,2
99,2,0,0,12000000.0,11,2,0,1,0,1,3,2
99,2,0,0,210000000.0,48,1,0,0,0,0,0,1
26,2,0,0,230000000.0,81,2,0,1,0,1,3,2
9,2,0,0,94300000.0,60,2,0,1,0,1,3,2
9,2,0,0,200000000.0,84,0,0,0,0,0,3,4
37,2,0,0,196000000.0,36,1,0,0,0,0,0,1
5,2,0,0,90000000.0,60,1,0,0,0,0,0,1
99,2,0,0,104600000.0,60,0,0,0,0,0,3,4
37,2,0,0,100000000.0,120,1,0,0,0,0,0,1
99,2,0,0,17100000.0,11,1,0,0,0,0,0,1
9,2,0,0,90000000.0,60,0,0,0,0,0,3,4
13,2,1,2,25000000.0,24,1,3,0,0,0,0,1
99,0,0,0,47900000.0,36,1,0,0,0,0,0,1
13,2,1,2,250000000.0,60,0,3,0,0,0,3,3
5,2,0,0,24000000.0,10,2,0,1,0,1,3,2
99,2,0,0,267000000.0,120,2,0,1,0,1,3,2
13,2,1,2,500000000.0,60,1,3,0,0,0,0,1
5,2,0,0,537000000.0,180,2,0,1,0,1,3,2
31,2,0,0,112000000.0,120,2,0,1,0,1,3,2
99,2,0,0,24000000.0,10,0,0,0,0,0,3,4
37,1,0,0,527000000.0,52,1,0,0,0,0,0,1
5,0,0,0,163000000.0,84,1,0,0,0,0,0,1
13,2,1,2,150000000.0,48,0,3,0,0,0,3,3
37,1,0,0,128000000.0,44,1,0,0,0,0,0,1
99,2,0,0,12900000.0,8,1,0,0,0,0,0,1
19,2,0,0,210000000.0,48,0,0,0,0,0,3,4
9,2,0,0,280500000.0,79,1,0,0,0,0,0,1
19,2,0,0,300000000.0,121,1,0,0,0,0,0,1
99,2,0,1,162320000.0,180,0,0,0,0,0,3,4
9,2,0,0,180000000.0,36,2,0,1,0,1,3,2
19,2,0,0,344200000.0,180,2,0,1,0,1,3,2
9,2,0,0,382000000.0,96,1,0,0,0,0,0,1
12,2,0,0,33000000.0,24,2,0,1,0,1,3,2
4,1,0,0,210000000.0,180,2,0,1,0,1,3,2
9,2,0,0,190000000.0,121,0,0,0,0,0,3,4
37,2,0,0,40000000.0,60,1,0,0,0,0,0,1
37,2,0,0,142700000.0,160,1,0,0,0,0,0,1
10,2,0,0,174000000.0,109,0,0,0,0,0,3,4
99,0,0,0,30000000.0,24,1,0,0,0,0,0,1
11,2,0,0,140000000.0,72,1,0,0,0,0,0,1
19,2,0,0,35000000.0,36,0,0,0,0,0,3,4
5,2,0,0,24400000.0,10,1,0,0,0,0,0,1
99,2,1,2,200000000.0,48,1,3,0,0,0,0,1
37,2,0,1,289884046.0,79,0,0,0,0,0,3,4
99,2,0,0,12000000.0,25,2,0,1,0,1,3,2
99,2,0,1,176000000.0,180,2,0,1,0,1,3,2
9,1,0,0,509000000.0,180,1,0,0,0,0,0,1
13,2,1,2,105000000.0,48,2,3,1,0,2,2,2
9,2,0,0,60000000.0,60,2,0,1,0,1,3,2
99,0,0,0,295800000.0,180,0,0,0,0,0,3,4
99,2,0,1,300000000.0,145,1,0,0,0,0,0,1
4,2,0,0,64000000.0,36,1,0,0,0,0,0,1
9,2,0,0,24010110.0,14,0,0,0,0,0,3,4
9,2,0,0,110000000.0,60,1,0,0,0,0,0,1
37,2,0,0,96000000.0,168,1,0,0,0,0,0,1
5,0,0,0,310000000.0,168,0,0,0,0,0,3,4
37,2,0,0,357000000.0,188,1,0,0,0,0,0,1
99,2,0,1,388575650.0,180,1,0,0,0,0,0,1
99,2,0,0,100000000.0,84,0,0,0,0,0,3,4
9,0,0,0,141000000.0,60,2,0,1,0,1,3,2
99,0,1,2,150000000.0,60,2,3,0,0,0,1,2
5,2,0,0,290000000.0,148,1,0,0,0,0,0,1
5,2,0,0,40000000.0,36,2,0,1,0,1,3,2
9,2,0,0,179400000.0,38,2,0,1,0,1,3,2
13,2,1,2,200000000.0,60,0,3,0,0,0,3,3
9,1,0,0,122000000.0,60,1,0,0,0,0,0,1
37,2,0,0,66000000.0,180,1,0,0,0,0,0,1
12,0,0,0,17000000.0,36,0,0,0,0,0,3,4
13,0,1,2,150000000.0,48,1,3,0,0,0,0,1
5,2,0,0,80000000.0,48,1,0,0,0,0,0,1
37,2,0,0,150000000.0,96,0,0,0,0,0,3,4
37,2,0,0,258000000.0,96,1,0,0,0,0,0,1
18,2,0,0,150000000.0,48,1,0,0,0,0,0,1
13,2,1,3,87150000.0,60,0,3,0,0,0,3,3
37,2,0,0,98000000.0,60,2,0,1,0,1,3,2
99,2,0,0,20100000.0,8,2,0,1,0,1,3,2
13,2,0,1,179150000.0,180,1,0,0,0,0,0,1
26,2,0,0,420800000.0,61,2,0,1,0,1,3,2
13,2,1,2,105000000.0,60,2,3,0,0,0,1,2
9,2,0,0,194000000.0,73,0,0,0,0,0,3,4
5,2,0,1,780000000.0,240,1,0,0,0,0,0,1
5,2,0,0,120000000.0,72,1,0,0,0,0,0,1
9,2,0,0,168000000.0,60,0,0,0,0,0,3,4
9,2,0,0,140000000.0,60,1,0,0,0,0,0,1
37,2,0,0,406000000.0,54,1,0,0,0,0,0,1
13,2,1,2,20000000.0,24,0,3,0,0,0,3,3
37,2,0,0,165000000.0,73,1,0,0,0,0,0,1
99,2,0,0,65000000.0,36,1,0,0,0,0,0,1
9,2,0,0,402600000.0,120,0,0,0,0,0,3,4
37,2,0,0,121000000.0,60,2,0,1,0,1,3,2
11,1,0,0,103000000.0,48,2,0,1,0,1,3,2
99,2,0,1,366000000.0,180,1,0,0,0,0,0,1
37,1,0,0,337100000.0,108,2,0,1,0,1,3,2
9,1,0,0,35000000.0,60,2,0,1,0,1,3,2
20,2,0,0,30000000.0,36,0,0,0,0,0,3,4
99,0,0,0,259835000.0,120,1,0,0,0,0,0,1
9,2,0,0,225000000.0,90,1,0,0,0,0,0,1
37,2,0,0,107000000.0,60,0,0,0,0,0,3,4
37,2,0,0,331300000.0,161,1,0,0,0,0,0,1
37,1,0,0,160000000.0,96,1,0,0,0,0,0,1
37,2,0,0,104000000.0,14,0,0,0,0,0,3,4
5,0,0,1,162300000.0,144,1,0,0,0,0,0,1
19,0,0,0,300000000.0,132,1,0,0,0,0,0,1
4,2,0,0,250000000.0,60,0,0,0,0,0,3,4
12,2,0,0,250000000.0,120,2,0,1,0,1,3,2
37,2,0,0,252600000.0,162,2,0,1,0,1,3,2
9,2,0,0,20000000.0,36,1,0,0,0,0,0,1
99,2,0,0,15000000.0,11,2,0,1,0,1,3,2
9,2,0,0,11500000.0,48,2,0,1,0,1,3,2
37,2,0,0,32000000.0,53,0,0,0,0,0,3,4
9,2,0,0,375000000.0,240,1,0,0,0,0,0,1
19,2,0,0,242600000.0,77,1,0,0,0,0,0,1
9,2,0,0,130000000.0,48,0,0,0,0,0,3,4
99,0,0,0,55000000.0,60,1,0,0,0,0,0,1
99,2,0,0,17300000.0,10,1,0,0,0,0,0,1
36,2,0,0,100000000.0,96,0,0,0,0,0,3,4
4,2,0,0,336800000.0,180,1,0,0,0,0,0,1
99,2,0,1,364000000.0,211,1,0,0,0,0,0,1
14,2,0,0,150000000.0,60,0,0,0,0,0,3,4
37,2,0,0,515000000.0,131,2,0,1,0,1,3,2
9,2,0,0,30000000.0,118,2,0,1,0,1,3,2
4,2,0,0,105000000.0,12,1,0,0,0,0,0,1
19,2,0,0,250000000.0,84,2,0,1,0,1,3,2
13,2,1,3,250000000.0,48,2,0,0,0,0,1,2
13,1,1,2,300000000.0,48,0,3,0,0,0,3,3
19,0,0,0,485000000.0,168,1,0,0,0,0,0,1
37,2,0,0,96000000.0,60,1,0,0,0,0,0,1
19,2,1,3,3975000.0,12,0,1,0,0,0,2,5
37,2,0,0,600000000.0,60,1,0,0,0,0,0,1
99,2,0,0,302000000.0,180,1,0,0,0,0,0,1
37,2,0,0,430000000.0,84,0,0,0,0,0,3,4
99,2,0,0,581000000.0,168,1,0,0,0,0,0,1
13,2,1,2,25000000.0,36,1,3,0,0,0,0,1
37,2,0,0,99000000.0,60,0,0,0,0,0,3,4
13,2,1,2,500000000.0,60,2,3,0,0,0,1,2
9,2,0,0,38000000.0,36,2,0,1,0,1,3,2
37,2,0,0,150000000.0,84,1,0,0,0,0,0,1
5,2,0,0,12000000.0,36,2,0,1,0,1,3,2
37,1,0,0,228500000.0,51,2,0,1,0,1,3,2
5,0,0,0,210000000.0,108,0,0,0,0,0,3,4
9,2,0,0,178000000.0,60,1,0,0,0,0,0,1
37,2,0,0,200000000.0,60,1,0,0,0,0,0,1
12,0,0,0,15000000.0,12,0,0,0,0,0,3,4
13,0,1,2,30000000.0,24,1,3,0,0,0,0,1
37,1,0,0,121000000.0,84,1,0,0,0,0,0,1
9,2,0,0,365000000.0,120,0,0,0,0,0,3,4
9,2,0,0,54000000.0,24,1,0,0,0,0,0,1
9,0,0,0,155000000.0,60,1,0,0,0,0,0,1
9,2,0,0,89000000.0,60,0,0,0,0,0,3,4
37,2,0,0,163500000.0,36,2,0,1,0,1,3,2
37,2,0,0,150000000.0,96,2,0,1,0,1,3,2
37,0,0,0,109000000.0,36,1,0,0,0,0,0,1
37,2,0,0,213118304.0,98,2,0,1,0,1,3,2
5,2,0,0,103000000.0,60,2,0,1,0,1,3,2
19,2,0,0,311000000.0,144,0,0,0,0,0,3,4
5,2,0,0,162000000.0,180,1,0,0,0,0,0,1
37,2,0,0,5000000.0,5,1,0,0,0,0,0,1
37,2,0,0,215000000.0,60,0,0,0,0,0,3,4
4,2,0,0,400000000.0,86,1,0,0,0,0,0,1
37,2,0,0,100000000.0,60,1,0,0,0,0,0,1
37,0,0,0,55000000.0,48,0,0,0,0,0,3,4
37,2,0,0,768900000.0,156,1,0,0,0,0,0,1
13,2,1,2,105000000.0,48,1,3,0,0,0,0,1
5,0,0,0,306000000.0,180,0,0,0,0,0,3,4
9,2,0,0,138000000.0,84,2,0,1,0,1,3,2
37,2,0,0,165000000.0,60,2,0,1,0,1,3,2
37,2,0,0,562700000.0,120,1,0,0,0,0,0,1
37,2,0,1,195169546.0,116,2,0,1,0,1,3,2
9,2,1,3,13105000.0,36,2,0,0,0,0,1,2
37,2,0,0,25000000.0,72,0,0,0,0,0,3,4
37,2,0,0,344000000.0,152,1,0,0,0,0,0,1
5,2,1,2,101000000.0,60,1,3,0,0,0,0,1
37,0,0,0,25000000.0,36,0,0,0,0,0,3,4
4,0,0,0,200000000.0,72,1,0,0,0,0,0,1
31,2,0,0,222600000.0,168,1,0,0,0,0,0,1
6,2,1,2,150000000.0,48,0,1,0,0,0,2,5
11,2,0,0,328700000.0,120,1,0,0,0,0,0,1
37,2,0,0,630000000.0,120,1,0,0,0,0,0,1
5,2,0,0,275000000.0,61,0,0,0,0,0,3,4
37,2,0,0,110000000.0,84,2,0,1,0,1,3,2
37,1,0,0,210000000.0,120,2,0,1,0,1,3,2
26,2,0,0,244000000.0,120,1,0,0,0,0,0,1
9,1,0,0,61400000.0,36,2,0,1,0,1,3,2
37,2,0,0,127000000.0,60,2,0,1,0,1,3,2
37,2,0,0,498000000.0,180,0,0,0,0,0,3,4
37,2,0,0,415000000.0,81,1,0,0,0,0,0,1
9,2,0,0,150000000.0,120,1,0,0,0,0,0,1
12,2,0,0,18000000.0,48,0,0,0,0,0,3,4
37,0,0,0,240000000.0,121,1,0,0,0,0,0,1
26,2,0,0,95900000.0,60,1,0,0,0,0,0,1
9,0,0,0,100000000.0,60,0,0,0,0,0,3,5
9,2,0,0,274000000.0,96,1,0,0,0,0,0,1
37,2,0,0,332000000.0,166,1,0,0,0,0,0,1
5,2,0,1,614400000.0,240,0,0,0,0,0,3,5
99,2,1,2,105000000.0,60,2,3,0,0,0,1,2
37,2,0,0,69400000.0,38,2,0,1,0,1,3,2
37,2,0,0,859000000.0,110,1,0,0,0,0,0,1
4,2,0,0,50000000.0,60,2,0,1,0,1,3,2
37,2,0,0,150000000.0,26,2,0,1,0,1,3,2
19,2,0,0,351000000.0,180,0,0,0,0,0,3,5
37,2,0,0,211000000.0,120,1,0,0,0,0,0,1
9,2,0,0,270000000.0,90,1,0,0,0,0,0,1
9,2,0,0,60000000.0,60,0,0,0,0,0,3,5
9,2,0,0,180000000.0,72,1,0,0,0,0,0,1
4,2,0,0,900000000.0,132,1,0,0,0,0,0,1
99,2,0,0,30000000.0,10,0,0,0,0,0,3,5
8,2,0,0,25000000.0,36,1,0,0,0,0,0,1
37,0,0,0,75000000.0,48,1,0,0,0,0,0,1
5,0,0,0,96700000.0,60,0,0,0,0,0,3,5
9,2,0,0,93000000.0,60,2,0,1,0,1,3,2
37,2,0,0,225000000.0,92,2,0,1,0,1,3,2
37,2,0,0,240000000.0,120,1,0,0,0,0,0,1
6,2,0,1,992020150.0,108,2,0,1,0,1,3,2
37,0,0,0,722000000.0,141,2,0,1,0,1,3,2
37,2,0,0,620000000.0,40,0,0,0,0,0,3,5
9,2,0,0,158000000.0,60,1,0,0,0,0,0,1
9,2,0,0,150000000.0,60,1,0,0,0,0,0,1
99,2,0,0,50000000.0,24,0,0,0,0,0,3,5
13,2,1,2,100000000.0,19,1,3,0,0,0,0,1
9,2,0,0,20000000.0,60,1,0,0,0,0,0,1
37,2,0,0,403900000.0,180,0,0,0,0,0,3,5
4,2,0,0,323000000.0,180,1,0,0,0,0,0,1
9,2,0,0,349000000.0,132,1,0,0,0,0,0,1
37,2,0,0,64800000.0,88,0,0,0,0,0,3,5
99,2,0,0,350000000.0,120,2,0,1,0,1,3,2
9,2,0,0,133900000.0,48,2,0,1,0,1,3,2
4,2,0,1,290904853.0,168,1,0,0,0,0,0,1
9,2,0,0,230000000.0,72,2,0,1,0,1,3,2
31,0,0,0,256081000.0,180,2,0,1,0,1,3,2
37,2,0,0,46000000.0,26,0,0,0,0,0,3,5
9,2,1,2,500000000.0,60,1,3,0,0,0,0,1
34,2,0,0,16000000.0,36,1,0,0,0,0,0,1
12,0,1,2,495000000.0,36,0,1,0,0,0,2,5
5,2,0,0,75000000.0,60,1,0,0,0,0,0,1
13,2,1,3,243341312.0,91,1,3,0,0,0,0,1
9,2,0,0,160000000.0,72,0,0,0,0,0,3,5
37,2,0,0,187000000.0,66,1,0,0,0,0,0,1
99,0,0,0,20000000.0,11,1,0,0,0,0,0,1
37,2,0,0,113000000.0,66,0,0,0,0,0,3,5
9,2,0,0,119800000.0,72,2,0,1,0,1,3,2
13,2,1,2,500000000.0,60,2,3,0,0,0,1,2
3,2,0,1,500000000.0,144,1,0,0,0,0,0,1
5,2,0,0,19500000.0,11,2,0,1,0,1,3,2
37,2,0,0,500000000.0,121,2,0,1,0,1,3,2
13,2,1,2,125000000.0,60,0,1,0,0,0,2,5
99,2,0,0,395500000.0,121,1,0,0,0,0,0,1
37,2,0,0,384400000.0,228,1,0,0,0,0,0,1
9,2,0,0,400000000.0,124,0,0,0,0,0,3,5
11,2,1,3,74784000.0,12,1,3,0,0,0,0,1
9,2,0,0,92000000.0,35,1,0,0,0,0,0,1
11,1,0,0,172000000.0,77,0,0,0,0,0,3,5
9,2,0,0,100000000.0,60,1,0,0,0,0,0,1
19,2,0,0,160000000.0,168,1,0,0,0,0,0,1
99,0,0,1,395753850.0,240,0,0,0,0,0,3,5
37,2,0,0,121500000.0,56,2,0,1,0,1,3,2
11,2,0,0,54000000.0,36,2,0,1,0,1,3,2
9,2,0,0,25000000.0,24,1,0,0,0,0,0,1
99,2,0,0,22250000.0,9,2,0,1,0,1,3,2
37,2,0,0,197000000.0,165,2,0,1,0,1,3,2
37,2,0,0,25000000.0,15,0,0,0,0,0,3,5
4,0,0,0,466733686.0,116,1,0,0,0,0,0,1
37,2,0,0,108000000.0,24,1,0,0,0,0,0,1
13,2,1,2,110000000.0,36,0,1,0,0,0,2,5
99,2,1,2,150000000.0,60,1,3,0,0,0,0,1
9,2,0,0,286000000.0,119,1,0,0,0,0,0,1
13,2,1,2,25000000.0,24,0,1,1,0,0,2,5
99,2,0,0,25000000.0,36,1,0,0,0,0,0,1
9,2,0,0,51000000.0,60,1,0,0,0,0,0,1
37,2,0,0,967500000.0,230,0,0,0,0,0,3,5
9,2,0,0,104500000.0,60,2,0,1,0,1,3,2
37,2,0,0,138000000.0,60,2,0,1,0,1,3,2
37,2,0,0,74000000.0,120,1,0,0,0,0,0,1
37,2,0,0,1484000000.0,240,2,0,1,0,1,3,2
37,2,0,0,310000000.0,115,2,0,1,0,1,3,2
12,0,1,2,350000000.0,60,0,1,1,0,0,2,5
13,2,1,2,25000000.0,36,1,3,0,0,0,0,1
26,2,0,0,200000000.0,120,1,0,0,0,0,0,1
99,2,0,0,22000000.0,10,0,0,0,0,0,3,5
99,2,0,0,55000000.0,36,1,0,0,0,0,0,1
